,ИД,Факультет,Направление,год поступления,статус,Unnamed: 5,дата изменения,выпуск
27896,331266,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,1,учится,0 days,отчислен
27906,331271,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,отчислен
27908,331272,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,отчислен
27909,331272,АВТФ,10.03.01 Информационная безопасность,2011.0,2,ак. отпуск,142 days,отчислен
27910,331272,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,366 days,отчислен
27912,331280,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27913,331280,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,-1,отчислен,184 days,отчислен
27914,331281,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2011.0,1,учится,0 days,отчислен
27915,331281,ФТФ,12.03.05 Лазерная техника и лазерные технологии,2011.0,-1,отчислен,153 days,отчислен
27916,331324,ФМА,15.03.04 Автоматизация технологических процессов и производств,2011.0,1,учится,0 days,выпустился
27918,331345,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,1,учится,0 days,выпустился
27920,331346,ФГО,37.03.01 Психология,2011.0,1,учится,0 days,отчислен
27921,331346,ФГО,37.03.01 Психология,2011.0,-1,отчислен,551 days,отчислен
27922,331366,ФБ,38.03.02 Менеджмент,2011.0,1,учится,0 days,отчислен
27923,331366,ФБ,38.03.02 Менеджмент,2011.0,3,переведен,392 days,отчислен
27924,331385,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27926,331387,АВТФ,12.03.01 Приборостроение,2011.0,1,учится,0 days,отчислен
27927,331387,АВТФ,12.03.01 Приборостроение,2011.0,-1,отчислен,148 days,отчислен
27928,331390,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,отчислен
27929,331390,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,-1,отчислен,635 days,отчислен
27930,331391,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,1,учится,0 days,
27931,331391,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,-1,отчислен,163 days,
27932,331393,ЗО ИДО,38.03.02 Менеджмент,2011.0,1,учится,0 days,
27934,331394,ФБ,09.03.03 Прикладная информатика,2011.0,1,учится,0 days,
27936,331395,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,
27938,331397,ЗО ИДО,38.03.01 Экономика,2011.0,1,учится,0 days,
27940,331400,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,1,учится,0 days,
27941,331400,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,3,переведен,373 days,
27942,331401,ЗО ИДО,38.03.01 Экономика,2011.0,1,учится,0 days,
27944,331402,ЗО ИДО,15.03.04 Автоматизация технологических процессов и производств,2011.0,1,учится,0 days,
27945,331402,ЗО ИДО,15.03.04 Автоматизация технологических процессов и производств,2011.0,-1,отчислен,203 days,
27946,331404,АВТФ,27.03.04 Управление в технических системах,2011.0,1,учится,0 days,
27948,331425,ЗО ИДО,37.03.01 Психология,2011.0,1,учится,0 days,
27949,331425,ЗО ИДО,37.03.01 Психология,2011.0,2,ак. отпуск,97 days,
27950,331425,ЗО ИДО,37.03.01 Психология,2011.0,1,учится,369 days,
27952,331426,ЗО ИДО,38.03.01 Экономика,2011.0,1,учится,0 days,
27953,331426,ЗО ИДО,38.03.01 Экономика,2011.0,-1,отчислен,161 days,
27954,331428,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2011.0,1,учится,0 days,
27956,331444,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,
27958,331445,ЗО ИДО,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2011.0,1,учится,0 days,
27960,331447,ЗО ИДО,39.03.02 Социальная работа,2011.0,1,учится,0 days,
27962,331449,ЮФ,40.03.01 Юриспруденция,2011.0,1,учится,0 days,
27964,331450,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,
27966,331453,ЗО ИДО,09.03.03 Прикладная информатика,2011.0,1,учится,0 days,
27967,331453,ЗО ИДО,09.03.03 Прикладная информатика,2011.0,-1,отчислен,603 days,
27968,331454,МТФ,22.03.01 Материаловедение и технологии материалов,2011.0,1,учится,0 days,
27970,331455,ФЭН,38.03.02 Менеджмент,2011.0,1,учится,0 days,
27972,331457,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,
27973,331457,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,-1,отчислен,635 days,
27974,331462,ЗО ИДО,38.03.01 Экономика,2011.0,1,учится,0 days,
27976,331464,ЮФ,40.03.01 Юриспруденция,2011.0,1,учится,0 days,
27977,331464,ЮФ,40.03.01 Юриспруденция,2011.0,2,ак. отпуск,532 days,
