,PK,SEMESTER,DNAME,TYPE,MARK,GRADE,BALLS,EXAM_DATE
63932,332747,2,Введение в компьютерную графику,зач,з,C-,72.0,2012-07-02 00:00:00
63933,332747,2,Физика,экз,2,FX,41.0,2012-07-02 00:00:00
63934,332747,2,Математика 1 (Математический анализ),экз,2,FX,49.0,2012-07-04 00:00:00
63935,332753,1,Безопасность жизнедеятельности,зач,з,B,86.0,2011-12-28 00:00:00
63936,332753,1,Иностранный язык,зач,з,E,50.0,2011-12-28 00:00:00
63937,332753,1,Микроэкономика,зач,ня,,0.0,2011-12-28 00:00:00
63938,332753,1,Введение в специальность,зач,з,D-,60.0,2011-12-29 00:00:00
63939,332753,1,История,экз,3,E,55.0,2012-01-11 00:00:00
63940,332753,1,Математический анализ,экз,2,FX,26.0,2012-01-14 00:00:00
63941,332753,1,Линейная алгебра,экз,нд,FX,26.0,2012-01-18 00:00:00
63942,332753,1,История экономики,экз,3,E,50.0,2012-01-21 00:00:00
63943,332753,1,Линейная алгебра,экз,2,FX,30.0,2012-02-07 00:00:00
63944,332753,1,Математический анализ,экз,3,E,50.0,2012-02-10 00:00:00
63945,332753,1,Микроэкономика,зач,з,E,50.0,2012-02-14 00:00:00
63946,332753,1,Линейная алгебра,экз,3,E,50.0,2012-02-14 00:00:00
63947,332753,1,Информатика,зач,з,B+,86.0,2012-03-02 00:00:00
63948,332753,1,Социология,зач,ня,,,2012-11-16 00:00:00
63949,332753,1,Физическая культура и спорт,зач,з,,,2015-12-04 00:00:00
63950,332753,2,Социология,зач,з,B,86.0,2012-06-11 00:00:00
63951,332753,2,Теория вероятностей и математическая статистика,зач,з,E,55.0,2012-06-14 00:00:00
63952,332753,2,Иностранный язык,зач,з,E,52.0,2012-06-15 00:00:00
63953,332753,2,Статистика,зач,нз,FX,0.0,2012-06-17 00:00:00
63954,332753,2,Философия,экз,ня,,0.0,2012-06-19 00:00:00
63955,332753,2,Микроэкономика,экз,ня,,0.0,2012-06-26 00:00:00
63956,332753,2,Математический анализ,экз,ня,,0.0,2012-06-30 00:00:00
63957,332753,2,Математический анализ,экз,3,E,51.0,2012-11-29 00:00:00
63958,332753,2,Философия,экз,3,D,65.0,2013-06-06 00:00:00
63959,332753,2,Безопасность жизнедеятельности,зач,ня,,,2013-09-26 00:00:00
63960,332753,2,Основы личностной и коммуникативной культуры,зач,з,C,75.0,2015-12-05 00:00:00
63961,332753,2,Физическая культура и спорт,зач,з,,,2015-12-05 00:00:00
63962,332753,3,Теория вероятностей и математическая статистика,зач,ня,,,2012-10-24 00:00:00
63963,332753,3,Концепции современного естествознания,зач,з,D-,55.0,2012-11-06 00:00:00
63964,332753,3,Статистика,зач,з,C,73.0,2012-12-07 00:00:00
63965,332753,3,Макроэкономика,зач,з,C+,75.0,2013-03-26 00:00:00
63966,332753,3,Методы оптимальных решений,зач,нз,FX,45.0,2013-06-06 00:00:00
63967,332753,3,Методы оптимальных решений,зач,з,D-,60.0,2014-06-20 00:00:00
63968,332753,3,Правоведение,зач,з,D+,69.0,2015-12-05 00:00:00
63969,332753,3,Физическая культура и спорт,зач,з,,,2015-12-06 00:00:00
63970,332753,3,Психология и технологии социального взаимодействия,зач,з,B+,87.0,2015-12-07 00:00:00
63971,332753,3,Иностранный язык,зач,з,C,73.0,2015-12-09 00:00:00
63972,332753,3,Микроэкономика,экз,4,C+,78.0,2016-02-15 00:00:00
63973,332753,4,Теория вероятностей и математическая статистика,экз,ня,,,2012-10-12 00:00:00
63974,332753,4,Статистика,экз,4,B-,80.0,2013-04-12 00:00:00
63975,332753,4,Экономика предприятия (организации),КР,4,B-,80.0,2013-05-06 00:00:00
63976,332753,4,Экономика предприятия (организации),экз,4,C,76.0,2013-05-07 00:00:00
63977,332753,4,Институциональная экономика,экз,4,B-,80.0,2013-05-24 00:00:00
63978,332753,4,Макроэкономика,КР,3,D-,60.0,2013-12-16 00:00:00
63979,332753,4,Макроэкономика,экз,3,E,51.0,2013-12-16 00:00:00
63980,332753,4,Теория игр,зач,з,D,64.0,2015-12-07 00:00:00
63981,332753,4,Физическая культура и спорт,зач,з,,,2015-12-07 00:00:00
63982,332753,4,Мировая экономика и международные экономические отношения,зач,ня,,,2015-12-10 00:00:00
63983,332753,4,Иностранный язык,экз,4,C,73.0,2015-12-11 00:00:00
63984,332753,4,Мировая экономика и международные экономические отношения,зач,з,E,50.0,2016-05-07 00:00:00
63985,332753,4,Теория вероятностей и математическая статистика,экз,3,D,65.0,2016-05-10 00:00:00
64046,332754,1,Введение в специальность,зач,з,B,85.0,2011-12-27 00:00:00
64047,332754,1,Логика,зач,з,C,75.0,2011-12-27 00:00:00
64048,332754,1,Физическая культура,зач,з,E,51.0,2012-01-09 00:00:00
64049,332754,1,История отечественного государства и права,экз,4,B,86.0,2012-01-12 00:00:00
64050,332754,1,Теория государства и права,экз,2,FX,25.0,2012-01-20 00:00:00
64051,332754,1,Теория государства и права,экз,3,E,50.0,2012-02-17 00:00:00
64052,332754,1,Иностранный язык в сфере юриспруденции,зач,з,E,55.0,2012-06-07 00:00:00
64053,332754,1,Правоохранительные органы,экз,3,E,50.0,2012-10-13 00:00:00
64054,332754,1,Конституционное право,зач,3,C-,70.0,2012-10-14 00:00:00
64055,332754,2,Конституционное право,КР,4,B,85.0,2012-05-30 00:00:00
64056,332754,2,Теория государства и права,КР,4,B-,80.0,2012-06-10 00:00:00
64057,332754,2,История государства и права зарубежных стран,экз,3,D,63.0,2012-06-23 00:00:00
64058,332754,2,Теория государства и права,экз,4,C,74.0,2012-07-01 00:00:00
64059,332754,2,Философия,зач,з,,,2012-11-29 00:00:00
64060,332754,2,Информационные технологии в юриспруденции,зач,3,E,50.0,2012-12-06 00:00:00
64061,332754,2,Физическая культура,зач,з,,,2012-12-18 00:00:00
64062,332754,2,Конституционное право,экз,2,FX,30.0,2012-12-19 00:00:00
64063,332754,2,Конституционное право,экз,3,C-,70.0,2012-12-30 00:00:00
64064,332754,3,Профессиональная этика,зач,з,,,2011-12-26 00:00:00
64065,332754,3,История политических и правовых учений,экз,3,D,65.0,2012-01-16 00:00:00
64066,332754,3,Социология,зач,з,B-,86.0,2012-06-14 00:00:00
64067,332754,3,Концепции современного естествознания,зач,з,E,55.0,2012-11-29 00:00:00
64068,332754,3,Экономика,зач,3,E,52.0,2012-12-24 00:00:00
64069,332754,3,Административное право,зач,з,B+,80.0,2013-03-15 00:00:00
64070,332754,3,Культурология,зач,ня,,,2014-01-16 00:00:00
64071,332754,3,История политических и правовых учений,экз,ня,,,2014-01-19 00:00:00
64072,332754,3,Юридическая техника,экз,4,B-,80.0,2014-01-22 00:00:00
64073,332754,3,Профессиональная этика,зач,ня,,,2014-01-24 00:00:00
64074,332754,3,Социология,зач,ня,,,2014-01-27 00:00:00
64075,332754,3,Административное право,зач,ня,,,2014-01-29 00:00:00
64076,332754,3,Экологическое право,зач,3,D-,60.0,2014-01-31 00:00:00
64077,332754,3,Гражданское право,зач,нз,FX,40.0,2014-02-01 00:00:00
64078,332754,3,Гражданское право,зач,нз,FX,35.0,2014-06-30 00:00:00
64079,332754,3,Гражданское право,зач,нз,FX,30.0,2014-09-29 00:00:00
64080,332754,3,Гражданское право,зач,з,D,65.0,2015-01-22 00:00:00
64081,332754,4,Организационная психология,зач,з,,,2012-06-13 00:00:00
64082,332754,4,Римское право,зач,з,E,50.0,2012-06-19 00:00:00
64083,332754,4,Экономика,зач,з,E,52.0,2012-12-24 00:00:00
64084,332754,4,Справочно-правовые системы,зач,з,E,50.0,2013-04-03 00:00:00
64085,332754,4,Административное право,экз,ня,,,2014-06-17 00:00:00
64086,332754,4,Судебное красноречие,зач,з,C,73.0,2014-06-19 00:00:00
64087,332754,4,Экономика,зач,ня,,,2014-06-21 00:00:00
64088,332754,4,Сетевые информационные технологии,зач,ня,,,2014-06-24 00:00:00
64089,332754,4,Гражданское право,экз,ня,,,2014-06-26 00:00:00
64090,332754,4,Земельное право,зач,з,B+,87.0,2014-06-30 00:00:00
64091,332754,4,Организационная психология,зач,нд,,,2014-07-01 00:00:00
64092,332754,4,Римское право,зач,ня,,,2014-07-03 00:00:00
64093,332754,4,Административное право,экз,4,C,72.0,2015-01-27 00:00:00
64094,332754,4,Гражданское право,КР,3,E,50.0,2015-04-17 00:00:00
64095,332754,4,Гражданское право,КР,ня,,,2015-12-03 00:00:00
64110,332758,1,Физическая культура,зач,з,B,83.0,2011-12-23 00:00:00
64111,332758,1,Введение в направление,зач,з,E,57.0,2011-12-26 00:00:00
64112,332758,1,Иностранный язык,зач,з,B,85.0,2011-12-29 00:00:00
64113,332758,1,Информатика,зач,з,C-,71.0,2011-12-29 00:00:00
64114,332758,1,Инженерная графика,зач,з,E,51.0,2011-12-29 00:00:00
64115,332758,1,Введение в направление,зач,з,E,55.0,2011-12-30 00:00:00
64116,332758,1,Химия,экз,3,D,60.0,2012-01-10 00:00:00
64117,332758,1,История,экз,4,B-,83.0,2012-01-13 00:00:00
64118,332758,1,Математический анализ,экз,2,FX,25.0,2012-01-17 00:00:00
64119,332758,1,Математический анализ,экз,3,C-,70.0,2012-01-21 00:00:00
64120,332758,1,Линейная алгебра и аналитическая геометрия,экз,3,E,55.0,2012-01-21 00:00:00
64121,332758,2,Правоведение,зач,з,E,50.0,2012-05-29 00:00:00
64122,332758,2,Физическая культура,зач,з,,,2012-06-04 00:00:00
64123,332758,2,Иностранный язык,зач,з,C-,70.0,2012-06-06 00:00:00
64124,332758,2,Культура и личность,зач,з,D+,68.0,2012-06-08 00:00:00
64125,332758,2,Информатика,зач,3,C-,72.0,2012-06-14 00:00:00
64126,332758,2,Механика,экз,нд,,0.0,2012-06-25 00:00:00
64127,332758,2,Математический анализ,экз,3,D+,67.0,2012-06-29 00:00:00
64128,332758,2,Физика,экз,2,FX,25.0,2012-06-30 00:00:00
64129,332758,2,Механика,экз,3,E,50.0,2012-06-30 00:00:00
64130,332758,2,Физика,экз,3,E,55.0,2012-09-11 00:00:00
64131,332758,3,Информационно-измерительная техника,зач,4,B-,80.0,2012-12-28 00:00:00
64132,332758,3,Иностранный язык,зач,з,C-,70.0,2012-12-28 00:00:00
64133,332758,3,Теория функций комплексного переменного,зач,3,C-,71.0,2013-01-09 00:00:00
64134,332758,3,Социальные технологии,зач,з,E,50.0,2013-01-09 00:00:00
64135,332758,3,Физическая культура,зач,з,,,2013-01-12 00:00:00
64136,332758,3,Теоретические основы электротехники,экз,2,FX,47.0,2013-01-16 00:00:00
64137,332758,3,Физика,экз,3,E,59.0,2013-01-21 00:00:00
64138,332758,3,Общая энергетика,экз,ня,,,2013-01-26 00:00:00
64139,332758,3,Теоретические основы электротехники,экз,2,FX,39.0,2013-01-29 00:00:00
64140,332758,3,Общая энергетика,экз,3,E,51.0,2013-01-31 00:00:00
64141,332758,3,Теоретические основы электротехники,экз,3,E,50.0,2013-02-18 00:00:00
